GeneSymbol,mean_expr,lm22_cell_types
QPCT,3402.2074717506257,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
CCR2,1.1464305125218912,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
GFI1,1.1348646919054644,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
MS4A2,1.0460485529388492,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
TLR8,1.0383147496529606,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
LRMP,1.0291509944872053,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
LTA,1.023965257820038,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
SLAMF1,0.9548990818560232,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
HSPA6,0.914561862430356,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
GAL3ST4,0.913333895031085,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
SLC12A1,0.9060155670275559,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
PLEKHG3,0.795865591886574,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
CD8B,0.7909243702322013,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
PVRIG,0.7648544108501713,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
ZAP70,0.7573662104066052,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
GZMH,0.7295766883854873,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
MAGEA11,0.716161390140845,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
SIRPG,0.6979163071587534,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
TNFRSF4,0.6742252701293828,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
CCND2,0.6737400414940614,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
SOCS1,0.6486984945830672,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
CD38,0.5818711015039724,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
BEND5,0.5488956056317702,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
HLA-DQA1,0.5341830918058471,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
CCR6,0.533180574863664,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
MZB1,0.506244216339732,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
LTC4S,0.4551248497729087,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
CCR7,0.4469931680411223,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
CHST15,0.4159439102456187,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
TRPM4,0.3906114573092108,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
SMPD3,0.385988899476374,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
C5AR2,0.36452594703821056,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
PAQR5,0.33822906810278985,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
ADAMTS3,0.3008967595702292,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
MMP12,0.2995576814825349,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
FAM174B,0.22564981246970484,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
CEACAM8,0.21013790155950166,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
RGS1,0.2046360319691982,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
IL2RB,0.1888893411122073,B cells naive; B cells memory; Plasma cells; T cells CD8; T cells CD4 naive; T cells CD4 memory resting; T cells CD4 memory activated; T cells follicular helper; T cells regulatory (Tregs); T cells gamma delta; NK cells resting; NK cells activated; Monocytes; Macrophages M0; Macrophages M1; Macrophages M2; Dendritic cells resting; Dendritic cells activated; Mast cells resting; Mast cells activated; Eosinophils; Neutrophils
