gene	CZJE_PBMC	G4YW_CD8_TE	G4YW_MAIT	G4YW_VD2+	G4YW_VD2-	G4YW_TFH	G4YW_Treg	G4YW_Th1	G4YW_Th1/Th17	G4YW_Th17	G4YW_Th2	G4YW_CD4_naive	G4YW_Progenitor	G4YW_B_naive	G4YW_B_NSM	G4YW_B_Ex	G4YW_B_SM	G4YW_Plasmablasts	G4YW_C_mono	G4YW_I_mono	G4YW_NC_mono	G4YW_NK	G4YW_pDC	G4YW_mDC	G4YW_Neutrophils	G4YW_Basophils	DZQV_PBMC	925L_PBMC	9JD4_PBMC	G4YW_PBMC	4DUY_PBMC	36TS_PBMC	CR3L_PBMC
SLC27A4	94.7097	78.1858225	48.368451	92.67453328	118.689454	79.57967005	54.070805	59.971035	40.063696	61.24249404	98.919805	57.657533	43.682091	45.386488	61.902173	63.381472	55.65525	20.43309	139.07603	75.88102605	55.40208301	139.0161511	147.089698	90.85446711	500.2817	228.019074	95.16834	105.65963	108.618555	90.730158	95.6385775	105.96172	94.03730188
LOC101927318	0	0	0	0	0	0	0	0	0	4.03693	0	5.06282	3.58339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6061	0	0	0	0
TRMT12	0	0	0	0	0	0	2.11838	1.22492	0.314608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.887754	1.35521	0	1.67575	0	0
BTBD10	59.2934	6.99298	3.99689	7.39418	6.02389	5.7944	6.561208	7.00269	3.45415	1.8872	6.51161	4.73148	8.09053	15.6746	10.70467	7.51704	8.68711	2.031366	172.3962	78.8753	20.29712	3.24354	1.84794	26.92371	113.7424	56.7388	350.9811	173.3453	41.3328	32.2707	67.7104	111.0163	42.4498
PET100	3.27831	17.5103	14.3294	12.2308	10.9513	32.1628	19.0579	13.7747	14.0068	19.9604	14.8717	18.1004	6.03464	21.6065	10.0179	3.47869	15.7706	1.20205	8.07938	10.798	8.80259	16.7492	9.96194	6.86864	48.5478	42.0744	14.9744	18.3465	1.95375	4.58354	0	6.3286	20.5749
PAXIP1-AS1	0.256662	1.65006	1.08262	0.178153	1.46114	1.8877	0.698699	0.984961	2.28489	1.18293	1.38664	1.63156	0.843564	0.191693	0.132018	0.36295	0	0.0804693	0.355999	0.331662	0.525089	1.26741	0.432722	0.507597	1.47504	3.87454	0.109749	0.783548	0.744626	0.148526	0.555381	0.393203	0.338652
ENPP6	7.43023	6.31614	12.92131	10.68062	2.10449	26.44712	15.94736	24.474	24.74037	12.77625	37.28694	25.95156	2.97979	0.954242	1.29042	1.0646	0.596406	0.133527	0.753346	0.756211	0.581887	9.82358	0.874792	0.311289	6.52669	8.72327	6.77647	5.55605	12.34242	3.35085	17.95996	9.31969	8.60243
LPPR1	0.132896	0.219789	0	0	0	0.241555	0	0	0.19826	0	0.466833	0	0	0.185455	0	0.157194	0.202456	0.0974469	0.362988	0.199954	0	0.688896	0.359284	0	0.624919	0.285724	0.140759	0	0.139136	0	0	0	0
P2RY13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100499489	1.68232	1.71138	2.96182	1.92954	2.00035	3.10283	1.46495	1.93865	1.28099	1.91599	2.34874	1.6552	4.42047	2.22599	2.50342	1.65079	2.37723	0.319329	2.32236	2.24146	1.20441	2.38587	2.52288	1.91585	3.53594	4.41098	1.04417	1.90226	1.39748	1.20871	1.48566	1.56223	2.02204
SIRPA	1.620896074	1.58859102	1.608952	2.4055125	3.531019	3.908427498	6.025158445	4.558155091	1.184993754	1.1845867	4.297990376	10.29380545	4.450103	7.231074	4.877752648	3.658050474	3.876641479	0.675001637	1.552973901	1.2497281	0.993903162	1.367268952	7.042282204	2.854063501	4.159054183	0.389046	3.329468954	4.979465829	6.317998837	4.086269196	6.299283023	0.409124676	2.007111
CDO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00116	16.59572	27.14463	27.99349	12.99813	17.72817	30.38402	25.99885	22.02269	17.19924	22.88167	23.09733	32.04854	35.79021	34.77508	19.52456	20.08687	24.29828	8.982231	12.36993	11.279423	19.144604	26.25048	25.21308	22.98765	1.39335	9.902713	27.105989	23.33163	11.13605	19.20681	25.21212	13.17877	7.161906004
HIST1H2BH	5.234873	12.69415925	12.097148	13.022308	8.442569039	11.94327888	12.20152509	8.162211	12.279283	19.287976	6.668635	11.38820795	16.562394	14.14591033	15.04631	12.21645595	16.118361	7.0467265	5.008435315	5.367362049	12.539554	10.376458	18.170965	9.176038	1.552243	2.816072041	8.146579	8.1865403	10.696315	8.699533133	8.353771	7.1718051	10.706348
TMEM132C	0	0.425594	0	0	0	0	0.175533	0	0	0	0	0	0	0.179955	0	0	0	0	0	0	0	0	0	0	0	0	0.958089	0	0	0	0	0	0
FBXO22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFAF4	0	0.0511491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100014	0	0.42305	0	0	0	0
PRR16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM120C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRAGC	0.0494827	0.0750391	0	0.116074	0.152217	0.0447645	0.029951	0	0.132881	0	0.07704	0.0446054	0.25196	0.0629939	0.0341625	0	0	0.082705	0.0608094	0.0343211	0.132837	0.0908113	0.0589543	0.211581	0.0691376	0.195199	0	0.0787088	0.0949368	0.0243323	0	0	0.138268
MAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR222	0.157005	0	0	0	0.175466	0	0	0.0748917	0	0.0827349	0	0.104875	0	2.642307	4.77935	2.903236	6.10516	0	0	0	0	0.066978	0.068258	0	0	0.336231	0.2853057	0	0	0	0.0761283	0	0
PILRB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGOHB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST3GAL5-AS1	0.0220541	0.104054	0.0329751	0.104478	0.105735	0.0758609	0.0569906	0	0.0322285	0.516671	0.110005	0.168113	0.644216	0.0293504	0.162228	0.0746652	0.0319223	0.2981604	0	0.0947658	0	0.107932	0	0.0627809	0.066055	0.135235	0.0940718	0.0536601	0	0.0226107	0	0	0.065023
PLK2	0	0	0	0	0	0	0	0	0	0	0	0	0.853341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO18B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG2	5.87848876	11.7312685	9.6932467	6.437838	7.821009	10.193927	11.79662218	6.893878	4.676862	10.5542	7.93812	14.57277101	17.2125314	8.818316	9.6167361	7.736107	16.959009	4.41540738	8.69542376	4.442066	9.16606	11.531348	14.168324	5.405282	4.265708	10.808837	5.559076	6.582878	6.65394	8.200267	7.534758	6.16926161	8.77288433
FOSB	10.602089	9.61686	7.30434	7.78555	13.271119	8.24075	15.002798	8.94153	6.20433	11.558916	8.103289	7.207579	5.33607	7.21303	11.31907	11.6035	11.12099301	6.661707	1.3477	2.388034	4.86819	13.31071	6.67386	1.080560054	0.545906	2.5367	8.515704	8.74311	8.0440979	5.41485	10.4475	6.105061	3.762851
RNMTL1	1.5567551	1.68174	1.72808	1.50496	1.84782	2.285865	1.42184	0.9707533	2.5558368	2.211461834	1.943007	2.02201	3.084738	1.15012	1.309273	0.7960716	2.709426	0.76148631	1.75873	1.79645	1.4902	1.206313	1.4396101	0.712341	4.8483072	2.07261	1.802761	1.963775	1.5343436	1.00838535	1.847046672	1.373924	1.72789
RSU1	0	0	0	0.343267	0.697741	0	0	0.594424	0	0	0.72917	0	0.292073	0.866758	2.49928	0.245248	1.26703	0.455229	0	0	0	0	0	0.568934	1.62539	0.445911	1.74688	0	0	1.77109	0	0.226571	0
RNF214	8.91034	16.6627	14.9281	12.2616	14.0631	23.8578	20.6396	15.4976	19.2057	27.5409	23.1219	23.9645	18.4831	12.4217	9.36506	10.2752	13.4032	2.27872	8.07193	6.85006	8.80554	11.4142	5.88189	4.72398	30.022	27.1477	12.0006	14.4637	8.27794	8.07194	14.9852	4.27505	17.6448
TTF1	0.125497	1.3022441	3.27598	4.136598	2.008719	4.185400458	4.601421	2.716398	6.77985	4.584	3.57738	6.7511	1.29351	1.848289	0.884615	0.697147	0.162876	1.134712	3.470233	2.692998	3.037369	1.583859	5.3853	2.271885	103.95683	1.95126	2.11736	1.9801309	2.07048	7.6389	10.119394	2.36072	2.386125
CDKN1A	0	0	0	0	0	0	0.433697	0	0	0	0	0	0	0	0	0.308836	0	0	1.44515	0	0	0.0215074	0	0	0	0.562212	0.273863	0	0	0	0	0.0713325	0
KANK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSRB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33909	0	0	0	0	0	0	0	0
MFSD8	1341.256744	1848.05791	1348.43656	1372.1885	1772.03012	1070.14923	1119.63767	1116.396352	1297.47638	1209.86575	1225.84353	906.0424692	492.992556	641.255762	914.965128	915.0051	1067.23887	385.3365	1158.93521	1119.03579	1126.04892	1799.44939	933.14428	836.46116	3912.189218	1607.20122	1562.75927	1144.310988	1195.218148	1198.522316	1287.218281	1798.01708	821.983413
FBLN2	1999.248849	4073.52676	3380.675865	3520.37701	4109.31879	2702.26972	2709.17307	2772.132368	2996.435447	3045.82131	2838.31139	2273.25004	1294.920322	1723.249947	2213.79592	2183.016821	2814.61052	824.471399	2869.334614	2613.82914	2346.468545	3436.315693	2181.933755	2095.304171	7631.72329	3322.497484	2257.243747	2644.452843	2215.023265	2853.731176	2734.140888	3491.48324	1477.78744
CDH13	0	0	0	0.0872937	0	0.0469543	0.245528	0.0370133	0	0.24875	0	0	0	0	0.0390154	0	0.399213	0	0	0	0	0.0330185	0	0	0.406043	0	0	0	0.108412	0.0279003	0	0	0.324117
NECAP2	0.477624	0	0.601452	0.570755	0	0.431921	0.443943	0.114044	0.83058	0.153708	0.523255	0.799618	0.232094	0.988132	0.479927	0.724335	0.934885	0.234823	0.113003	0.239936	0.119875	0	0.207948	0.108997	0	0	0.254241	0.102609	0.25843	0.0855028	0	0.262056	0.617305
UVRAG	0	0	0	0	0	0	0	0.17668	0.0917294	0	0	0.617871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACHD1	0	0	0.371134	0	0	0	0	1.05514	0.731945	0.389885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXTL2	0	0	0	0	1.24397	9.49735	0	2.13275	0	2.36448	0	0	0	1.02219	2.23113	0	0	0	0	0	0	0	0	0	0	0	0	0.869663	0	1.56378	1.09079	0.799567	2.3221
APOL4	18.908	67.0944	69.1151	70.1689	20.7575	11.0123	66.8521	63.0925	50.609	54.8864	38.3543	49.362	13.1032	59.4265	18.2005	10.7838	27.9717	11.0085	29.8487	42.8828	43.7457	59.1647	44.2788	54.4654	79.1222	107.218	6.47827	0	3.21733	16.1681	48.4076	128.676	33.2414
RABL2B	6.08667	6.79986	8.0707	5.3835	6.42058	8.06642	5.77472	4.98226	7.55526	6.07426	8.11527	5.56785	5.18079	4.64335	8.52557	6.24668	4.78171	3.43787	12.0651	7.1349	6.74529	8.03446	4.25356	6.71428	24.7847	10.4927	9.23218	6.95041	5.70734	8.89946	7.32099	7.92352	5.51996
LDLRAD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCER1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSEN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAU2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHA4	0	0	0	0	0	0	0	0	0	12.3321	14.216	0	0	0	0	0	11.6264	0	0	0	0	0	0	0	0	0	8.69185	0	0	0	0	0	0
EHD2	8.84488	1.80587	2.33053	1.82087	0.654411	0.713862	2.10432	0.896368	1.15754	0.61548	0.818549	0.621558	3.29167	0.539695	0.697152	4.30343	2.11819	0.347762	2.63741	1.76896	2.09444	1.51694	1.11312	0.74088	4.84764	6.80577	3.82564	6.97884	7.99723	1.41143	1.59019	11.7769	2.51748
LOC101927394	10.10791	15.49213	14.06632	11.260609	14.28946	9.298211	11.487634	8.32242	15.58631	8.55787	9.50311	7.07217	5.475430213	10.8506	4.664717	4.91484	6.0666	1.708721	10.305261	12.105265	5.61628	10.00667	1.535701	4.66165	5.96294	8.96565	13.5046	9.3576	13.61702	8.587369	15.301751	7.84701	3.036454
ZNF346	52.0328	149.27499	108.0511	100.91747	148.76456	87.04534	87.79474	87.49993	87.59088	113.40742	97.21756	77.85592	38.8611	70.70851	97.94002	80.56417	109.28268	16.332617	54.03786	53.08296	45.08725	125.43723	34.85168	62.90513	111.3626	104.15332	80.171077	89.17743	85.02871	88.15432	103.42267	73.91386	27.32648
AKR7L	5.86785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.70002	0	7.27033	0	0	0	0	0	0	0	0	0	0	0
KCTD5	0.296982	1.20096	0.835208	0.859185	0.730877	2.07275	0.965508	0.406291	0.881785	1.47305	1.82241	0.851564	0.449287	1.05591	0.617925	0.38015	0.300779	0.175603	0.667996	0.271296	0.122393	0.549511	1.20353	0.0558182	0.511125	1.11195	0.169411	0.721	0.209504	0.497375	0.117258	0.737022	1.47444
LOC101929595	0.199199	1.65233	0.908403	0	0.335774	1.4517	0.271542	0	0	0	0	0	0	0	0.911892	0.475534	0	0.293508	0	0.302379	0	0.259738	0	0	0.318544	0	0	0.479111	0.209899	0	0.295625	0	0
ALOX12-AS1	13.514562	32.37616	21.14361	16.38201	22.954759	23.78575	32.999399	23.457996	24.67492	35.17687	27.27605	20.19115	13.6022666	22.18683	14.9738	22.48926	21.550615	9.75082	42.049704	33.99779	40.00872	29.61169	17.6546	22.08877	31.955541	19.76443	31.85509	26.33751	17.73697	30.13278	24.37601	18.266083	12.485237
PIP4K2B	0	1.81268	0	0	0	0	0	0	0	0	0	0	0	0.623435	5.46747	3.17414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26134	0	0
RGS9BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSS2	2.25948	0.478424	2.62174	1.43809	0	0	1.99121	0.496352	0.918174	0.919656	3.66213	1.1596	0.401037	0	0.434722	0.799984	0.882213	0.208107	2.01713	0.863775	4.35598	0.740516	3.03698	0.789757	14.5911	3.65771	0.300501	1.0156	0.901107	0.979974	1.30497	1.96088	2.23396
COL4A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS3ST3B1	0	0	0.314196	0	0.174964	1.13222	0	0	0	0	0	0	0	0.145314	0.156653	0	0.158667	0	0	0	0.313752	0	0	0	0	0	0	0	0	0	0	0	0.646484
SSC4D	128.735461	147.523102	187.376383	143.072004	149.83439	205.473607	225.5400015	165.1912161	153.488706	182.402398	148.97821	192.57827	319.884677	142.799688	113.755631	89.581098	138.44012	47.43927756	180.589793	173.816756	172.1284891	196.2083028	219.8246871	265.40691	83.38454112	116.5851519	175.3413	195.89756	175.5424093	161.7584471	191.8499697	138.2794852	82.6453137
PPP1R17	1.02638	1.63911	4.56515	0.9108258	1.06396	2.63068	2.72006	2.53716	1.8055	3.34035	0.809601	0	3.30853	0.657853	0	3.37963	2.01456	0	0	3.77881	1.486787	0.000342791	2.68033	1.52585	0.615649	1.6803	0	0	2.59581	4.34E-08	1.02418	0	1.2303
CRIPT	0	0	0	6.56268	6.98554	0	5.56406	0	6.06209	13.3831	0	23.9221	11.7854	16.5973	6.17052	0	6.08626	0	0	12.5512	0	5.16384	5.44186	0	0	8.75363	4.26825	0	4.26946	0	6.09925	0	0
DUSP27	0	0	0	3.04273	0	0	0	1.57466	0	1.7067	4.09335	0	0	0	5.16865	0	0	0	0	0	3.04542	0	0	0	0	0	0	0	0	2.59888	3.94866	0	0
S100A14	1.99499	1.26494	1.5988	0.620406	4.717	4.08601	5.23851	3.55602	2.61955	2.26442	1.22592	5.1414	2.91088	3.14371	5.44945	2.57048	2.25727	0.259571	3.10322	3.27939	2.13783	4.17916	2.8165	0.466143	7.62009	5.9592	3.39045	2.403257	2.1912	1.44709	4.46657	5.23733	4.23943
LPAR1	0	3.031867	1.893513	0.871124	0.860956	4.32359	2.4567413	0.524799	2.408486	4.6565719	1.66502	2.321193	2.280329	2.8806413	3.436395	0.724348	4.244823	0	0	0	0.59691	0.375311	0	0.304489	0.273517	0	0	0.528246	0.6123	0.5228242	0	0.833099	0.571751
RWDD2B	6.805863	4.9733	17.41219	15.43552	12.32023	9.81201	11.06904	12.08309	8.99549	9.55031	13.25416	15.22332002	18.0182	12.585826	9.27658	6.531452	6.61664	1.034677	15.926943	11.06576	11.036894	17.17017172	20.85563	12.74136	13.29820402	3.9860531	15.242987	11.759801	13.13342	12.17488	14.65189	12.561933	6.85717
LSM14B	9.053359921	7.143710013	13.16774	11.568762	7.214930039	18.32918	21.16503503	16.87894	33.25696	24.42741	12.24546	19.62817	1.95713	19.08138	10.3412	8.23772	12.23449	0	0	1.14264	6.63912	12.23222014	1.903051771	0.450693	0.833563471	0	4.5639	6.2135608	8.19293	7.45966	8.151598	6.360268	6.464746
LINC01566	8.31555	23.6328	13.5359	10.1977	9.7316	1.22728	2.41094	3.81683	9.16876	10.8308	6.02202	1.04655	2.36692	5.97931	8.16101	7.91595	11.5223	1.04101	49.0997	151.17	112.293	12.717	0.954951	7.43456	7.60663	0.447998	340.789	118.33	11.3036	9.9303	24.1159	15.8689	8.492
BRE-AS1	59.79905	9.93066	131.8241	119.730519	63.04879	464.85983	311.464	185.05346	120.4251	120.907	223.4374	334.2104	81.09583	568.5885	487.0727	148.31451	205.68401	0.981038	3.593224	31.43887	49.56083	13.62284	122.74399	6.247021	146.5289	13.85056	87.1297	235.8929	254.8541	196.3242	167.9723	58.29668	268.63537
AP1M1	93.643041	3.747133	42.09148	13.866835	7.966031	8.082279688	3.6468476	1.646225	16.71258603	22.244806	5.609574	11.09037852	116.52834	39.675848	19.75753	14.652278	24.52045	2.9033818	200.608837	489.90095	661.70859	7.488216	30.6591175	217.586077	307.97299	39.722145	103.1883582	130.234186	102.609452	170.237437	124.54243	162.96486	96.92785
SUGT1P3	26.30389	69.94449	455.56121	196.36506	195.17775	14.15894	34.70796	19.46203	41.30765	62.83244228	11.7875	5.59191	5.05886	42.750853	73.07840204	39.2654867	75.20714	0.352979	0	7.063047706	1.461029	194.58909	0	0.872497	0.664581	1.507815	33.36233	40.44493	48.517694	51.11746352	31.54528	22.29544	38.91251
KCNIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTTNBP2	155.088561	0	0	3.37913	0	1.39515	2.43556	3.29213	0.380671	2.83891	7.076012	16.9883	78.16015	30.212599	22.511609	17.490155	26.62764	3.259023	359.94578	624.39451	671.873795	2.8104514	13.13951	199.393562	185.27293	2.86035866	127.08924	133.5381143	170.306117	230.98424	167.628272	214.408292	154.328279
CTNNBIP1	20.8402406	22.871684	29.879205	37.6000214	24.62238182	28.07211	37.752514	28.72637445	28.23370747	27.9232617	18.058337	19.9563814	44.17322653	19.7807531	18.477959	21.73088402	35.037171	6.57939225	11.845361	16.60133295	19.44065325	32.230245	33.33540299	27.94315801	45.71414887	41.49111254	23.700088	9.6862297	21.202857	23.201527	12.139261	30.239968	19.333452
ENTPD1-AS1	0	0	0	6.8711	0	3.72233	0	3.07634	0	0	0	0	2.97984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.78373	3.30721
CIDEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPZB	63.0331	42.89824513	34.43051811	36.16085524	45.45497281	50.792947	46.441675	44.20026908	49.994245	37.133277	53.6574356	39.98059308	53.93060215	30.00145189	39.03755044	34.40646914	41.491492	18.61039328	45.640755	49.15808735	74.1903	43.88534001	58.47132188	55.407638	49.761071	42.50643676	42.80121149	41.93372288	45.102912	30.05695124	44.9826311	43.48395	47.789011
FAM65B	4.7692	0.927328	2.811705	0.401299	4.717989	0.997655	2.366161	1.933633	2.062612	1.590285	0.552701	3.642039	4.465337	4.10134	2.85194	5.46983	4.168995	2.13599	3.24448	2.698724	3.0109768	2.24324	4.51915	2.052191	3.081857	6.37388	4.253226	4.133128	5.75201	1.6993736	2.692797	4.82678	1.69353
VIM	27.5279	40.2748	28.275	21.6537	32.0673	21.5693	25.246	22.1748	29.5215	28.0011	27.7771	27.6204	37.1882	36.7853	26.2233	24.9777	32.0782	8.0808	32.9676	38.2659	40.326	50.7629	32.6903	25.2716	30.2903	45.073	36.4779	32.1328	36.8815	31.7531	38.8225	20.269	16.1894
PLAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506258	14.868489	11.42876	12.631203	11.068428	18.991505	18.332007	18.87415	18.19126742	17.93533114	12.971292	19.064114	20.998271	21.11686	19.109309	17.381067	19.221965	19.7647219	11.779481	23.94771981	23.5591093	22.07323	20.463541	17.134147	18.73151	23.38205	22.01851	22.740841	16.94692	15.0522	16.807379	22.54364	12.159489	12.53556619
BEST3	0	0	0	0	0	0	6.59189	0	14.6673	0	0	0	3.47022	0	7.27849	14.2223	18.4614	0	0	0	0	6.24499	3.20884	6.63127	11.8202	0	0	2.93872	2.53899	10.3645	3.50354	7.872	0
FAM76A	123.14941	202.441095	184.69836	202.759979	214.29059	180.112411	214.13881	213.53303	181.95154	112.16545	149.087671	144.083766	155.59952	140.85494	131.15794	111.717935	171.5676	49.81884	135.16002	169.425411	123.177347	144.70696	136.41576	103.226033	105.43589	122.608581	150.038645	173.284291	149.574243	168.035488	140.973396	146.46422	130.214818
LIX1L	0.347272	0	0.8213	0.9386	0.397424	1.12142	0	0.493161	0.77808	0.685387	1.45373	0.234328	2.30581	1.107229894	2.124086	0.551868	2.22974	0.603607	1.61895	0.869954	0.654423	0.887969	0.201514	0.993146	3.79342	1.730429	0	0	0.662095	0.907547	0.199592	0.14902	1.78649
STAMBPL1	13.92332	34.90031	23.4775	23.83012	29.47016	24.80912	34.48491	22.27538	27.30143	34.00569	28.88752	38.68974	35.85831	23.01124	29.94918	14.79545	19.62489	3.001566	19.9548	18.57084	22.60282	30.95785	26.11381	19.82623	28.49606	37.51999	14.59849	19.73062	16.59178	17.91514	12.24709	18.36454	17.71366
PSMF1	9.386067	11.36898	16.078993	11.567155	18.30553	6.243651	14.570986	14.766094	13.549753	7.766998	10.977021	20.386593	5.34202	9.157673	4.440411	7.885006	8.834809	4.754215	13.289009	9.129944	9.501677	18.655427	6.20989	10.924316	14.351814	16.9938	3.317868	6.176134	8.318988	11.351909	3.165622	8.239635	19.73584
NPLOC4	77.734181	80.06414001	65.561115	58.59191	63.030847	51.70259	58.507334	48.744463	78.148146	67.37235896	65.499622	62.347406	103.835581	69.592654	61.058122	72.008436	93.294771	31.742698	71.07835906	71.927149	107.560513	83.584824	86.332193	96.14095015	115.5446958	142.48053	66.8778967	65.509719	91.70698423	81.16481407	98.0148294	74.492492	75.1748255
C11orf65	0.306371	0	0	0	0	0.379599	0.241897	0	0	0	0	0	0	0	0	0	0	0	0.521213	0	0	0.207407	0	0.257363	0	0	0	0	0	0.569336	0	0.338207	0
ALG8	5.66003	8.98635	8.45343	0	19.0872	0	0	0	0	0	9.74238	0	8.17288	0	0	13.5361	0	0	7.67653	8.65411	25.0861	28.2562	0	0	35.8414	12.0749	0	0	0	0	8.62964	6.10617	8.85661
BDNF-AS	12.1103	0	0	0	0	0	0	0	0	0	0	0	6.95661	0.152666	0.329209	0.388638	0.166735	0	0.149171	0	0	0	0	0	0	0	11.0493	24.3931	17.5846	7.94918	15.1832	13.3026	17.3759
PAPLN	0	0	0	0	0	0	0	0	0	0	0	0	0.207935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308729	0.305116	0.214254	0	0.530521
MPV17L2	1.352131	0.282268	0.309844	0	0.30218	0.599526	0.225649	0.223224	0.518247	0	0	0	3.78579	0.226378	0.527062	0	0	0	1.57477	0.767257	0.469226	0.458332	0.220435	0.7052	0.513102	0.737355	2.951221	13.70853	5.91899	4.30198	1.217445	5.7127	9.06653
KLHL40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58957	0	0.457911	0
PHGDH	51.789327	0.352828	0.589146	1.104963	0.357276	0.2460674	0.873687	0.466937	0.397703	0.356375	1.188129	0.821076	49.564482	3.91274	0.970239	1.972811	0.36413	0.160335	0.696705	0.2076935	0.483996	4.367094	18.689477	2.019938	1.72305	2.598123	34.057466	100.416241	108.232149	29.7836	61.660358	92.928646	53.523622
CCDC110	0.213009	0	0	0	0	0	0	0	0	0	0	0	0	0	0.481946	0	0	0	0	0	0	0	0	0.292627	0	0	0	0	0	0.84998	0	0	0
MIRLET7D	34.836025	19.274828	19.344417	23.132942	24.500198	6.486924091	11.811128	19.894781	16.610367	9.0227639	7.502225	14.43457	246.07754	39.3675871	64.37548	56.0853	79.922581	6.956612	29.047373	49.630459	36.48151038	33.866647	97.71091	48.05692796	34.53588	103.20098	24.326007	22.00328	35.19183	23.914084	29.960116	28.04581	33.994489
ACSL5	616.62546	650.89652	442.08421	507.479158	694.77743	194.8802	314.9252	341.710013	407.0901	197.660503	206.033164	68.94536	407.903	325.76232	383.5383	515.178301	598.885166	197.379	576.66964	672.7883	365.23915	473.776048	267.3013	500.87962	975.35835	630.68439	509.92673	554.908846	522.4072	621.493258	474.375724	577.947373	501.557895
LOC101929380	13.856891	24.272109	21.339349	21.14942	20.977462	24.945191	18.385946	21.381332	21.747247	23.185352	25.510637	10.306706	50.956919	26.337614	35.832962	23.9808963	40.86877203	5.6574087	19.402718	25.27875006	32.18311803	34.77790204	25.612141	26.14266	13.4494	12.574157	11.941593	7.721642076	13.182119	10.707975	17.860309	17.08002208	13.20013846
OGG1	1.97239	5.322034	2.932805	4.223904	3.252216	1.37029	3.35734	1.632993	4.581868	5.4613	3.312994	2.722635	8.011504	3.709443	5.30275	5.72345	9.58187	1.183599	2.294241	3.010437	5.118365	5.979367	5.12589	4.377339	0	7.154089	1.81447	1.540758	5.27198	0.775458	5.72599	3.28349	1.526849
